mode,load,0_efficientnet_b5-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,1.0,16.896486282348633,4.43720817565918,4.42957878112793
mig,1.0,16.522884368896484,5.031585693359375,5.100488662719727
