mode,load,0_efficientnet_b5-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,1.0,17.853078842163086,6.163444519042968,6.182777881622315
mig,1.0,17.908201217651367,5.84799766540527,5.890574455261236
