mode,load,0_efficientnet_b5-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,1.0,17.381954193115238,5.805063247680664,5.820751190185547
mig,1.0,16.90850257873535,5.318260192871094,5.396366119384766
