mode,load,0_efficientnet_b5-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,1.0,17.381954193115238,5.805301666259766,5.820989608764648
mig,1.0,16.908740997314453,5.318403244018555,5.396604537963867
