mode,load,0_efficientnet_b5-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,1.0,15.201568603515625,4.086732864379883,4.072904586791992
mig,1.0,16.336679458618164,4.868745803833008,4.930257797241211
