mode,load,0_efficientnet_b5-8,1_mobilenet_v2-8,2_mobilenet_v2-8
mps-uncap,1.0,27.636289596557617,16.06917381286621,17.113208770751953
mig,1.0,30.16495704650879,20.546913146972656,16.760587692260742
