mode,load,0_alexnet-8,1_mobilenet_v2-16,2_mobilenet_v3_small-2
mps-uncap,0.8,4.24916744232178,10.63394546508789,7.8453540802002
mps-uncap,0.9,8.59379768371582,32.81588554382327,11.449122428894041
mps-uncap,1.0,43.112707138061516,93.37253570556642,58.55331420898437
mps-uncap,0.5,1.5576362609863292,6.040143966674805,6.213235855102542
mps-uncap,0.6,2.132892608642578,6.977748870849614,5.9616804122924805
mps-uncap,0.7,3.026604652404787,8.166790008544924,5.975723266601558
mps-uncap,0.1,0.05698204040527344,0.46730041503905906,2.1873950958251984
mps-uncap,0.2,0.6181716918945308,4.068398475646973,4.910230636596682
mps-uncap,0.3,0.9636640548706067,5.299949645996095,6.054067611694336
mps-uncap,0.4,1.2253284454345708,6.309556961059569,6.352663040161133
