mode,load,0_alexnet-8,1_mobilenet_v2-16,2_mobilenet_v3_small-2
mps-uncap,0.8,9.431490898132324,25.069856643676797,18.643674850463867
mps-uncap,0.9,18.219661712646467,76.30194664001466,35.95345020294197
mps-uncap,1.0,68.56008052825925,166.25370979309082,96.53720378875737
mps-uncap,0.5,3.6159110069274876,13.657603263854979,13.09226989746094
mps-uncap,0.6,4.70785140991211,14.821448326110838,14.00363922119141
mps-uncap,0.7,7.094044685363771,18.295412063598604,12.774899005889829
mps-uncap,0.1,1.1822223663330074,5.326249599456789,6.961441040039057
mps-uncap,0.2,1.606078147888183,9.101545810699447,9.743351936340336
mps-uncap,0.3,2.158021926879885,11.589469909667972,14.680137634277248
mps-uncap,0.4,2.8609538078308114,13.718111515045177,14.187765121459963
