mode,load,0_vgg13-8,1_alexnet-2,2_resnet34-8
mps-uncap,1.0,1213.0587973265067,887.5472475833064,569.3144350991523
mig,1.0,763.8544535782784,1308.8169307798462,1113.45819065593
