mode,load,0_efficientnet_b6-2,1_resnet18-8,2_squeezenet1_0-4
mps-uncap,0.8,134.1700553894043,25.491714477539062,26.96990966796875
mps-uncap,0.9,152.59480476379395,37.149906158447266,35.321950912475586
mps-uncap,1.0,981.4465045928955,78.78327369689941,439.821720123291
mps-uncap,0.5,62.5002384185791,15.00248908996582,17.513751983642578
mps-uncap,0.6,69.21720504760742,18.92256736755371,17.97771453857422
mps-uncap,0.7,113.52324485778809,20.913362503051758,15.714406967163086
mps-uncap,0.1,68.88175010681152,8.590936660766602,7.183313369750977
mps-uncap,0.2,53.81417274475098,12.513399124145508,9.727954864501953
mps-uncap,0.3,46.022891998291016,16.24751091003418,14.605283737182617
mps-uncap,0.4,56.80274963378906,14.902353286743164,15.938043594360352
