mode,load,0_efficientnet_b6-2,1_resnet18-8,2_squeezenet1_0-4
mps-uncap,0.8,107.62423718145462,2371.8211852167965,1603.550314997911
mps-uncap,0.9,118.91133587801062,2652.6495711896628,1798.0421891290396
mps-uncap,1.0,137.37407227045566,2924.7403907478365,2004.3297898567273
mps-uncap,0.5,68.21251974552156,1441.9656188136757,1018.7083379054991
mps-uncap,0.6,77.13917892033909,1776.7517964513902,1193.8193054480073
mps-uncap,0.7,93.65526319081603,2035.2488489859627,1399.2045896185766
mps-uncap,0.1,13.404013865921277,305.5417428626128,199.96144410836143
mps-uncap,0.2,25.25611279689493,596.9017854997871,400.65412349934695
mps-uncap,0.3,40.655174851892795,903.8650064331744,618.6330192431225
mps-uncap,0.4,54.62133630164142,1201.9976726327088,811.5328452837141
