mode,load,0_alexnet-16,1_resnet50-2,2_squeezenet1_0-16
mps-uncap,1.0,1.8551349639892578,5.031824111938477,4.8961639404296875
ts,1.0,2.6464462280273438,4.464626312255859,7.1277618408203125
mig,1.0,2.5739669799804688,4.799842834472656,10.15782356262207
