mode,load,0_alexnet-16,1_resnet50-2,2_squeezenet1_0-16
mps-uncap,1.0,6154.494962907545,228.76784270949364,2835.834076506038
ts,1.0,4077.637974407465,255.0025095109285,2038.8072679699205
mig,1.0,6018.459752161521,409.5186581470081,1545.9656290681248
