mode,load,0_resnet18-4,1_resnet34-8,2_vgg19-32
mps-uncap,0.8,260.9638119103468,272.78521432727354,1035.5777810344764
mps-uncap,0.9,281.0743095698982,286.8674722245623,1199.2523467779642
mps-uncap,1.0,307.1860954441156,300.3564211138426,1199.9581464502924
mps-uncap,0.5,157.5990017545218,170.0273969029251,651.8573041537443
mps-uncap,0.6,194.0390054313355,200.8410062229647,790.614908278911
mps-uncap,0.7,213.9814264407567,228.86074007166684,923.6600827188979
mps-uncap,0.1,29.34244010553778,33.41399919336632,137.67306077617837
mps-uncap,0.2,62.192266884429614,62.22106303433327,277.1262448430155
mps-uncap,0.3,97.31573332291339,99.07507636007472,407.1992010091496
mps-uncap,0.4,125.78764239754693,133.25406407700115,532.7877263740609
