mode,load,0_densenet169-32,1_resnet34-32,2_vgg19-2
mps-uncap,0.8,444.58756208419794,201.0753536224365,82.8422999382011
mps-uncap,0.9,2443.420405387878,862.1766662597654,165.4485249519347
mps-uncap,1.0,8351.643524169922,4197.244298458099,3792.6916098594666
mps-uncap,0.5,93.2005023956299,41.94905757904047,19.265956878662106
mps-uncap,0.6,137.64233589172377,52.10490226745608,24.641847610473636
mps-uncap,0.7,187.9566001892093,89.1264986991882,33.83715391159061
mps-uncap,0.1,63.06377410888668,20.18902540206907,8.309841156005842
mps-uncap,0.2,52.09481239318848,22.125928401947025,10.250813961029051
mps-uncap,0.3,72.01738834381105,28.908283710479736,12.093663215637207
mps-uncap,0.4,101.06423377990718,30.70327281951903,14.543056488037154
