mode,load,0_densenet169-32,1_resnet34-32,2_vgg19-2
mps-uncap,0.8,0.011920928955078125,0.010728836059570312,0.010728836059570312
mps-uncap,0.9,0.012874603271484375,0.010251998901367188,0.009775161743164062
mps-uncap,1.0,0.015735626220703125,0.01430511474609375,0.011682510375976562
mps-uncap,0.5,0.012159347534179688,0.011444091796875,0.010728836059570312
mps-uncap,0.6,0.012159347534179688,0.009775161743164062,0.010967254638671875
mps-uncap,0.7,0.01239776611328125,0.0095367431640625,0.009775161743164062
mps-uncap,0.1,0.018358230590820312,0.015020370483398438,0.013589859008789062
mps-uncap,0.2,0.012159347534179688,0.0133514404296875,0.01239776611328125
mps-uncap,0.3,0.014781951904296875,0.011205673217773438,0.010967254638671875
mps-uncap,0.4,0.011682510375976562,0.010967254638671875,0.010967254638671875
