mode,load,0_densenet169-32,1_resnet34-32,2_vgg19-2
mps-uncap,0.8,395.8719611167907,185.75506210327148,74.91440296173046
mps-uncap,0.9,2389.071176052093,848.2617568969724,157.63023853301993
mps-uncap,1.0,8296.815183162691,4183.143496513367,3785.855348110199
mps-uncap,0.5,58.970432281494155,29.205131530761697,13.233013153076168
mps-uncap,0.6,102.49576568603521,37.68830299377442,18.392610549926786
mps-uncap,0.7,144.40914154052746,77.97772407531727,26.911165714263916
mps-uncap,0.1,31.199002265930172,8.782331943511947,2.806825637817368
mps-uncap,0.2,27.84895896911622,11.50608539581299,3.829109668731688
mps-uncap,0.3,41.33511781692507,18.761587142944354,5.929470062255859
mps-uncap,0.4,70.58482170104979,18.834848403930653,8.992648124694844
