mode,load,0_resnet101-2,1_resnet18-2,2_vgg13-8
mps-uncap,0.8,20.23081779479981,6.758205890655518,7.250714302062987
mps-uncap,0.9,22.915058135986325,5.9146881103515625,6.651709079742432
mps-uncap,1.0,20.678679943084713,6.246838569641114,6.299018859863281
mps-uncap,0.5,18.334503173828125,6.416273117065432,7.124958038330081
mps-uncap,0.6,18.486666679382328,6.505429744720461,7.182240486145019
mps-uncap,0.7,19.271435737609863,6.703546047210693,7.402534484863281
mps-uncap,0.1,23.911247253417976,6.838483810424805,8.455247879028322
mps-uncap,0.2,23.08041572570801,6.438779830932618,7.118227481842035
mps-uncap,0.3,21.927883625030518,6.265401840209959,6.986675262451173
mps-uncap,0.4,21.207616329193115,5.760183334350586,6.970524787902832
