mode,load,0_resnet101-2,1_resnet18-2,2_vgg13-8
mps-uncap,0.8,9.010553359985352,1.9443035125732422,4.866123199462891
mps-uncap,0.9,9.26971435546875,1.9392967224121094,4.874467849731445
mps-uncap,1.0,10.444879531860352,1.9917488098144531,5.72657585144043
mps-uncap,0.5,8.861780166625977,1.9397735595703125,4.814863204956055
mps-uncap,0.6,8.891105651855469,1.9245147705078125,4.767179489135742
mps-uncap,0.7,8.921146392822266,1.9578933715820312,4.786252975463867
mps-uncap,0.1,9.862184524536133,2.1958351135253906,4.887580871582031
mps-uncap,0.2,9.273529052734375,2.1810531616210938,4.854917526245117
mps-uncap,0.3,8.907556533813477,2.31170654296875,4.828929901123047
mps-uncap,0.4,8.83936882019043,1.941680908203125,4.781246185302734
