mode,load,0_resnet101-2,1_resnet18-2,2_vgg13-8
mps-uncap,0.8,22.75848388671875,9.060025215148926,16.810178756713867
mps-uncap,0.9,207.02338218688965,10.919570922851562,99.26366806030273
mps-uncap,1.0,146.08323574066162,3229.3951511383057,3293.4638261795044
mps-uncap,0.5,13.576030731201172,4.442453384399414,6.176471710205078
mps-uncap,0.6,14.444828033447266,4.601120948791504,7.656693458557129
mps-uncap,0.7,16.534090042114258,5.2329301834106445,9.976863861083984
mps-uncap,0.1,20.875930786132812,4.711627960205078,5.71894645690918
mps-uncap,0.2,18.633365631103516,4.626035690307617,5.686044692993164
mps-uncap,0.3,16.597509384155273,4.637479782104492,5.76472282409668
mps-uncap,0.4,15.898585319519043,4.53639030456543,5.882978439331055
