mode,load,0_inception_v3-16,1_mobilenet_v2-2,2_resnet50-8
mps-uncap,0.8,138.43631744384766,39.79635238647461,69.46969032287598
mps-uncap,0.9,137.10260391235352,69.23484802246094,95.9005355834961
mps-uncap,1.0,490.22626876831055,1121.1528778076172,231.94169998168945
mps-uncap,0.5,40.3749942779541,27.44269371032715,34.511566162109375
mps-uncap,0.6,67.68608093261719,22.37415313720703,30.714035034179688
mps-uncap,0.7,77.70824432373047,26.33070945739746,58.231353759765625
mps-uncap,0.1,22.988080978393555,15.038728713989258,14.792442321777344
mps-uncap,0.2,35.05897521972656,23.43010902404785,20.14446258544922
mps-uncap,0.3,45.022010803222656,33.09917449951172,27.732133865356445
mps-uncap,0.4,45.21989822387695,26.807546615600586,28.20873260498047
