mode,load,0_inception_v3-16,1_mobilenet_v2-2,2_resnet50-8
mps-uncap,0.8,11.634564399719238,3.2236337661743173,6.772136688232422
mps-uncap,0.9,11.950111389160156,3.590917587280274,6.588935852050781
mps-uncap,1.0,12.165307998657227,3.8407802581787114,6.691789627075195
mps-uncap,0.5,11.517810821533203,3.9327144622802734,6.9037675857543945
mps-uncap,0.6,11.255383491516113,3.6917924880981445,6.496882438659668
mps-uncap,0.7,10.873937606811523,3.388118743896485,6.647825241088867
mps-uncap,0.1,12.446212768554688,5.763363838195801,6.963968276977539
mps-uncap,0.2,12.503814697265625,5.675792694091797,6.9412946701049805
mps-uncap,0.3,12.713861465454102,5.575728416442871,7.109165191650391
mps-uncap,0.4,12.662839889526367,5.059313774108888,7.232999801635742
