mode,load,0_inception_v3-16,1_mobilenet_v2-2,2_resnet50-8
mps-uncap,0.8,12.485504150390625,5.07664680480957,7.426977157592773
mps-uncap,0.9,14.183998107910156,4.805088043212891,7.918119430541992
mps-uncap,1.0,13.183832168579102,5.104303359985352,8.08262825012207
mps-uncap,0.5,18.690824508666992,6.474733352661133,8.408546447753906
mps-uncap,0.6,13.509511947631836,5.746364593505859,7.886171340942383
mps-uncap,0.7,11.83772087097168,5.304574966430664,7.904767990112305
mps-uncap,0.1,12.897729873657227,6.339073181152344,7.866859436035156
mps-uncap,0.2,14.034509658813477,7.302522659301758,8.191347122192383
mps-uncap,0.3,14.603137969970703,6.973028182983398,8.121967315673828
mps-uncap,0.4,17.961978912353516,7.893562316894531,8.305788040161133
