mode,load,0_inception_v3-16,1_mobilenet_v2-2,2_resnet50-8
mps-uncap,0.8,10.158896446228027,2.4192333221435547,5.631923675537109
mps-uncap,0.9,11.053800582885742,2.6099681854248047,5.6324005126953125
mps-uncap,1.0,11.895179748535156,2.924203872680664,5.950927734375
mps-uncap,0.5,9.193897247314453,2.8967857360839844,6.010532379150391
mps-uncap,0.6,9.053826332092285,2.407550811767578,5.340099334716797
mps-uncap,0.7,9.1400146484375,2.468585968017578,5.2498579025268555
mps-uncap,0.1,11.799454689025879,5.350351333618164,6.552219390869141
mps-uncap,0.2,11.607170104980469,5.31315803527832,6.340265274047852
mps-uncap,0.3,11.350035667419434,4.497051239013672,6.290197372436523
mps-uncap,0.4,9.874582290649414,3.6928653717041016,6.337642669677734
