mode,load,0_inception_v3-16,1_mobilenet_v2-2,2_resnet50-8
mps-uncap,0.8,6.476879119873047,2.190113067626953,3.8671493530273438
mps-uncap,0.9,6.440639495849609,2.2368431091308594,3.835916519165039
mps-uncap,1.0,6.479501724243164,2.2957324981689453,4.009008407592773
mps-uncap,0.5,6.456851959228516,2.228260040283203,3.843545913696289
mps-uncap,0.6,6.445884704589844,2.203226089477539,3.8623809814453125
mps-uncap,0.7,6.443500518798828,2.2525787353515625,3.8411617279052734
mps-uncap,0.1,6.469011306762695,2.2077560424804688,3.8683414459228516
mps-uncap,0.2,6.4754486083984375,2.201557159423828,3.8704872131347656
mps-uncap,0.3,6.467103958129883,2.2172927856445312,3.8785934448242188
mps-uncap,0.4,6.46209716796875,2.2144317626953125,3.870248794555664
