mode,load,0_inception_v3-16,1_mobilenet_v2-2,2_resnet50-8
mps-uncap,0.8,27.775073051452637,8.120107650756838,15.61799049377442
mps-uncap,0.9,47.260713577270515,22.0947265625,22.8731632232666
mps-uncap,1.0,267.23165512084955,937.1657133102418,89.84484672546385
mps-uncap,0.5,9.603500366210936,5.365419387817384,6.633400917053223
mps-uncap,0.6,11.728453636169434,4.984021186828613,7.511925697326664
mps-uncap,0.7,17.667388916015625,6.199073791503908,10.11812686920166
mps-uncap,0.1,0.0692129135131836,2.067494392395018,0.06890296936035156
mps-uncap,0.2,4.453229904174805,4.798364639282227,3.603696823120117
mps-uncap,0.3,9.121179580688477,6.096053123474121,5.077934265136715
mps-uncap,0.4,9.562683105468755,5.539274215698244,6.68125152587891
