mode,load,0_inception_v3-16,1_mobilenet_v2-2,2_resnet50-8
mps-uncap,0.8,77.17794179916378,22.099328041076802,41.68154716491695
mps-uncap,0.9,95.97415447235109,48.00889015197754,53.885817527771145
mps-uncap,1.0,379.3206024169922,1086.0196685791018,178.83761882781985
mps-uncap,0.5,30.517225265502947,14.997358322143544,19.607412815094058
mps-uncap,0.6,39.60916519165041,13.793444633483874,20.362501144409176
mps-uncap,0.7,50.30219078063964,16.13967895507811,29.85521554946895
mps-uncap,0.1,20.549287796020504,10.674614906311035,12.083268165588377
mps-uncap,0.2,23.75114917755127,15.240821838378908,14.578971862792969
mps-uncap,0.3,30.084977149963375,18.1488561630249,18.19084167480469
mps-uncap,0.4,30.7490539550781,15.865559577941884,20.0670528411865
