mode,load,0_resnet152-4,1_resnet34-32,2_resnet34-32
mps-uncap,0.8,116.70595645904562,88.4535312652587,61.83923959732055
mps-uncap,0.9,256.8733024597172,123.71346235275266,125.59771537780762
mps-uncap,1.0,664.3275737762452,809.6286416053772,415.80455303192156
mps-uncap,0.5,43.61581802368151,28.392176628112942,25.04261016845703
mps-uncap,0.6,45.5099391937256,29.754185676574714,33.12942504882828
mps-uncap,0.7,63.55496406555175,49.04457092285148,48.23390960693357
mps-uncap,0.1,32.34918117523194,11.783018112182619,11.865282058715822
mps-uncap,0.2,34.95573520660395,13.643360137939453,14.335198402404785
mps-uncap,0.3,35.650520324707,19.475455284118684,17.576487064361565
mps-uncap,0.4,42.06816673278815,24.503068923950178,21.398153305053704
