mode,load,0_resnet152-4,1_resnet34-32,2_resnet34-32
mps-uncap,0.8,7.396697998046875,6.23631477355957,6.2103271484375
mps-uncap,0.9,7.470607757568359,6.244897842407227,6.266117095947266
mps-uncap,1.0,7.629156112670898,6.2160491943359375,6.240606307983398
mps-uncap,0.5,7.533550262451172,6.226778030395508,6.215572357177734
mps-uncap,0.6,7.309436798095703,6.216287612915039,6.222963333129883
mps-uncap,0.7,7.409811019897461,6.209850311279297,6.2160491943359375
mps-uncap,0.1,7.506370544433594,6.230592727661133,6.213188171386719
mps-uncap,0.2,7.525920867919922,6.199359893798828,6.229877471923828
mps-uncap,0.3,7.563352584838867,6.20269775390625,6.201028823852539
mps-uncap,0.4,7.480859756469727,6.197214126586914,6.1931610107421875
