mode,load,0_efficientnet_b6-4,1_efficientnet_b6-8,2_vgg16-4
mps-uncap,0.8,308.991014957428,148.76444816589358,53.062906265258896
mps-uncap,0.9,1293.5926055908205,378.59550476074213,263.7571358680724
mps-uncap,1.0,9573.371446132662,5005.4664611816415,2394.892632961273
mps-uncap,0.5,65.38793563842772,62.9326009750366,16.210622787475565
mps-uncap,0.6,72.31831550598142,83.71890544891362,22.98569917678828
mps-uncap,0.7,112.30562210083009,106.18706703186028,30.257670879364035
mps-uncap,0.1,50.99146842956544,46.932115554809585,8.21556091308594
mps-uncap,0.2,46.46858930587765,52.10137844085688,9.443864822387745
mps-uncap,0.3,52.78859138488769,51.388204097747824,10.92517375946045
mps-uncap,0.4,51.828763484954834,60.777497291564764,12.502191066741949
