mode,load,0_efficientnet_b6-4,1_efficientnet_b6-8,2_vgg16-4
mps-uncap,0.8,17.083168029785156,17.276287078857422,3.0889511108398438
mps-uncap,0.9,17.562389373779297,17.644643783569336,3.1273365020751953
mps-uncap,1.0,23.163795471191406,24.105072021484375,3.244638442993164
mps-uncap,0.5,17.224550247192383,17.605304718017578,3.0717849731445312
mps-uncap,0.6,17.496824264526367,17.45772361755371,3.062009811401367
mps-uncap,0.7,17.131328582763672,17.236709594726562,3.071308135986328
mps-uncap,0.1,17.385005950927734,17.612457275390625,3.1290054321289062
mps-uncap,0.2,17.185449600219727,17.398834228515625,3.083467483520508
mps-uncap,0.3,17.158985137939453,17.203092575073242,3.0765533447265625
mps-uncap,0.4,17.039775848388672,17.294883728027344,3.0388832092285156
