mode,load,0_efficientnet_b6-4,1_efficientnet_b6-8,2_vgg16-4
mps-uncap,0.8,34.72405672073364,31.71725273132324,7.270736694335938
mps-uncap,0.9,35.24760246276856,32.12099075317383,7.329564094543457
mps-uncap,1.0,35.34116506576538,36.14860534667969,6.911516189575195
mps-uncap,0.5,32.24362850189209,29.45652961730957,6.886215209960937
mps-uncap,0.6,28.42047691345215,33.5310697555542,6.89307689666748
mps-uncap,0.7,29.43984031677246,33.96967887878417,7.019057273864746
mps-uncap,0.1,40.66237926483154,34.56860065460205,7.449734210968021
mps-uncap,0.2,33.0251383781433,33.1837248802185,6.274871826171875
mps-uncap,0.3,32.406225204467766,32.440483570098884,6.407201290130615
mps-uncap,0.4,27.482564449310306,30.742197036743164,6.6959476470947275
