mode,load,0_efficientnet_b6-4,1_efficientnet_b6-8,2_vgg16-4
mps-uncap,0.8,16.904115676879883,17.23933219909668,3.0362606048583984
mps-uncap,0.9,17.276525497436523,17.274141311645508,3.092527389526367
mps-uncap,1.0,18.426179885864258,18.301010131835938,3.2248497009277344
mps-uncap,0.5,17.03500747680664,17.539262771606445,3.0374526977539062
mps-uncap,0.6,17.305850982666016,17.34781265258789,3.0374526977539062
mps-uncap,0.7,17.058849334716797,17.198801040649414,3.0524730682373047
mps-uncap,0.1,17.37236976623535,17.544269561767578,3.096342086791992
mps-uncap,0.2,16.965627670288086,17.188072204589844,3.0701160430908203
mps-uncap,0.3,17.01211929321289,17.139911651611328,3.0388832092285156
mps-uncap,0.4,16.93558692932129,17.120838165283203,3.0236244201660156
