mode,load,0_resnet34-4,1_squeezenet1_1-8,2_vgg16-16
mps-uncap,0.8,199.94694651144408,822.6537757853246,1119.078893320204
mps-uncap,0.9,224.01515450896613,925.0757415647736,1273.1627906402562
mps-uncap,1.0,250.84859300492502,952.2800644308257,1261.7154213542788
mps-uncap,0.5,126.52072206894049,505.4097931996311,679.9382581205789
mps-uncap,0.6,154.47848706995487,628.5019225342737,840.9842357021963
mps-uncap,0.7,173.7969849246231,706.6747213137612,978.0260929312054
mps-uncap,0.1,24.81134063495575,101.14700261273981,142.8992112827242
mps-uncap,0.2,54.06392350644907,200.5352217199704,281.1868477893788
mps-uncap,0.3,73.51052115889313,315.22162588388204,425.14807630447393
mps-uncap,0.4,102.05260498707028,413.5388709229366,561.5551650605157
