mode,load,0_resnet34-4,1_squeezenet1_1-8,2_vgg16-16
mps-uncap,0.8,3.3996105194091797,1.6913414001464844,10.069131851196289
mps-uncap,0.9,3.4227371215820312,1.737356185913086,10.254859924316406
mps-uncap,1.0,3.419637680053711,1.7383098602294922,11.120319366455078
mps-uncap,0.5,3.387928009033203,1.6989707946777344,9.998083114624023
mps-uncap,0.6,3.353118896484375,1.7077922821044922,10.073423385620117
mps-uncap,0.7,3.348112106323242,1.7306804656982422,10.184764862060547
mps-uncap,0.1,4.184246063232422,2.179861068725586,10.152101516723633
mps-uncap,0.2,3.5254955291748047,1.9783973693847656,10.01596450805664
mps-uncap,0.3,3.4084320068359375,1.985311508178711,10.005712509155273
mps-uncap,0.4,3.3876895904541016,1.7070770263671875,10.008811950683594
