mode,load,0_resnet34-4,1_squeezenet1_1-8,2_vgg16-16
mps-uncap,0.8,3.432750701904297,1.7158985137939453,10.293722152709961
mps-uncap,0.9,3.454923629760742,1.7642974853515625,10.270118713378906
mps-uncap,1.0,3.6156177520751953,1.7523765563964844,11.214971542358398
mps-uncap,0.5,3.4317970275878906,1.7237663269042969,10.083913803100586
mps-uncap,0.6,3.3795833587646484,1.7313957214355469,10.088443756103516
mps-uncap,0.7,3.3884048461914062,1.7557144165039062,10.236978530883789
mps-uncap,0.1,4.205226898193359,2.200603485107422,10.181665420532227
mps-uncap,0.2,3.8781166076660156,1.9917488098144531,10.042190551757812
mps-uncap,0.3,3.5219192504882812,1.9998550415039062,10.1470947265625
mps-uncap,0.4,3.4160614013671875,1.737833023071289,10.04171371459961
