mode,load,0_resnet34-4,1_squeezenet1_1-8,2_vgg16-16
mps-uncap,0.8,172.20234870910645,104.75420951843262,230.69262504577637
mps-uncap,0.9,134.4609260559082,449.71489906311035,988.9812469482422
mps-uncap,1.0,292.74797439575195,4989.2332553863525,5500.937700271606
mps-uncap,0.5,45.69888114929199,39.73960876464844,83.51898193359375
mps-uncap,0.6,53.65157127380371,51.61619186401367,106.17947578430176
mps-uncap,0.7,96.71354293823242,64.73755836486816,198.9607810974121
mps-uncap,0.1,18.55182647705078,15.559196472167969,44.84200477600098
mps-uncap,0.2,29.112577438354492,15.632390975952148,40.82131385803223
mps-uncap,0.3,31.84032440185547,17.986297607421875,42.7398681640625
mps-uncap,0.4,32.390594482421875,31.748533248901367,57.76834487915039
