mode,load,0_resnet34-4,1_squeezenet1_1-8,2_vgg16-16
mps-uncap,0.8,6.882309913635254,4.049539566040039,25.077104568481445
mps-uncap,0.9,10.523557662963867,53.80415916442871,324.5267868041992
mps-uncap,1.0,18.733501434326172,2612.8053665161133,1957.9823017120361
mps-uncap,0.5,0.0247955322265625,0.025987625122070312,0.047206878662109375
mps-uncap,0.6,0.023365020751953125,0.025272369384765625,5.466818809509277
mps-uncap,0.7,0.021457672119140625,0.022172927856445312,9.705305099487305
mps-uncap,0.1,0.041484832763671875,0.040531158447265625,0.03933906555175781
mps-uncap,0.2,0.031232833862304688,0.030994415283203125,0.028133392333984375
mps-uncap,0.3,0.02956390380859375,0.027179718017578125,0.027418136596679688
mps-uncap,0.4,0.027179718017578125,0.026226043701171875,0.026702880859375
