mode,load,0_densenet169-2,1_efficientnet_b7-8,2_vgg19-4
mps-uncap,0.8,17.00425148010254,21.14129066467285,3.506898880004883
mps-uncap,0.9,17.12322235107422,23.515939712524414,3.6034584045410156
mps-uncap,1.0,17.69542694091797,33.263444900512695,3.715038299560547
mps-uncap,0.5,17.013072967529297,20.981550216674805,3.5140514373779297
mps-uncap,0.6,16.96300506591797,21.266460418701172,3.496885299682617
mps-uncap,0.7,16.635894775390625,21.042585372924805,3.509521484375
mps-uncap,0.1,17.31562614440918,21.708250045776367,3.5419464111328125
mps-uncap,0.2,16.98756217956543,20.775794982910156,3.5238265991210938
mps-uncap,0.3,17.125606536865234,21.100521087646484,3.5250186920166016
mps-uncap,0.4,16.76201820373535,21.558761596679688,3.518819808959961
