mode,load,0_densenet169-2,1_efficientnet_b7-8,2_vgg19-4
mps-uncap,0.8,29.625759124755852,36.5596342086792,8.101444244384766
mps-uncap,0.9,24.982619285583496,40.19148111343384,8.183004856109621
mps-uncap,1.0,29.775815010070797,37.095251083374016,8.135709762573237
mps-uncap,0.5,27.76398658752441,34.16146278381348,7.891821861267091
mps-uncap,0.6,28.693604469299306,35.11636257171631,8.031096458435059
mps-uncap,0.7,23.884010314941396,38.982832431793206,8.232927322387695
mps-uncap,0.1,34.84569787979126,42.95207977294921,8.782424926757802
mps-uncap,0.2,32.037672996520996,38.63154888153076,7.352447509765635
mps-uncap,0.3,31.56907081604004,34.66225862503051,7.700910568237307
mps-uncap,0.4,25.376100540161133,33.28414916992188,7.631363868713375
