mode,load,0_densenet169-2,1_efficientnet_b7-8,2_vgg19-4
mps-uncap,0.8,65.57625188385902,188.61817852163804,559.6286859665655
mps-uncap,0.9,75.42121484165361,216.29691054043414,631.0693874810564
mps-uncap,1.0,74.87775500196197,222.84853743112177,644.131442879679
mps-uncap,0.5,39.8589668338484,115.45225978898702,345.5640350820473
mps-uncap,0.6,51.87709786503697,143.83983653771966,419.3511052293096
mps-uncap,0.7,59.127904403454494,165.26766495522588,484.4898600063986
mps-uncap,0.1,8.362302982252162,24.539452226930898,71.02041434141475
mps-uncap,0.2,16.59821522812879,50.2767874505556,143.53299038212705
mps-uncap,0.3,23.510214027564626,69.25027500869759,211.17622666475825
mps-uncap,0.4,32.73404219277199,96.10401382338377,279.48211061477014
