mode,load,0_resnet152-8,1_resnet34-4,2_vgg13-2
mps-uncap,0.8,282.0235208800117,586.3150504745415,552.6583812760899
mps-uncap,0.9,321.24942686238984,653.8673219160742,623.4915505298227
mps-uncap,1.0,356.03436008176897,616.8464826553085,632.6020409865298
mps-uncap,0.5,171.4028039213326,360.0652496605191,337.567309639036
mps-uncap,0.6,214.25989712955746,421.793105799061,410.8372133659703
mps-uncap,0.7,248.96154096716526,515.182412445767,474.2665370127477
mps-uncap,0.1,33.031996099892325,70.86501238319659,68.81869435075971
mps-uncap,0.2,72.62749300348248,140.52577781687341,136.622673077894
mps-uncap,0.3,104.23790909322669,214.17339989061028,204.8107723997964
mps-uncap,0.4,134.8299850658289,288.58366146846953,275.2466780042082
