mode,load,0_resnet152-8,1_resnet34-4,2_vgg13-2
mps-uncap,0.8,38.94209861755371,16.70360565185547,13.923406600952148
mps-uncap,0.9,34.97958183288574,20.216703414916992,16.424894332885742
mps-uncap,1.0,33.11562538146973,19.940853118896484,16.377925872802734
mps-uncap,0.5,24.265527725219727,16.72673225402832,15.43116569519043
mps-uncap,0.6,22.71103858947754,9.32621955871582,13.149738311767578
mps-uncap,0.7,32.25350379943848,19.220590591430664,16.35146141052246
mps-uncap,0.1,32.61399269104004,9.700536727905273,5.079507827758789
mps-uncap,0.2,31.57520294189453,14.046430587768555,13.231992721557617
mps-uncap,0.3,30.669212341308594,10.782480239868164,9.675979614257812
mps-uncap,0.4,28.301477432250977,12.548208236694336,12.291431427001953
