mode,load,0_resnet152-8,1_resnet34-4,2_vgg13-2
mps-uncap,0.8,18.35191249847412,6.691932678222656,2.3005008697509766
mps-uncap,0.9,48.66504669189453,262.6535892486572,26.783347129821777
mps-uncap,1.0,293.54333877563477,4498.540878295898,2472.5271463394165
mps-uncap,0.5,0.028371810913085938,0.025510787963867188,0.026226043701171875
mps-uncap,0.6,0.026702880859375,0.06747245788574219,0.03349781036376953
mps-uncap,0.7,1.5964508056640625,2.2116899490356445,1.1649131774902344
mps-uncap,0.1,0.04220008850097656,0.030517578125,0.03933906555175781
mps-uncap,0.2,0.03147125244140625,0.02765655517578125,0.026941299438476562
mps-uncap,0.3,0.030755996704101562,0.028133392333984375,0.026702880859375
mps-uncap,0.4,0.027894973754882812,0.025272369384765625,0.02574920654296875
