mode,load,0_densenet121-8,1_densenet121-8
mig,0.1,0.01239776611328125,0.015735626220703125
mig,0.2,0.010728836059570312,0.01239776611328125
mig,0.3,0.011682510375976562,0.011444091796875
mig,0.4,0.010967254638671875,0.009775161743164062
mig,0.5,0.010013580322265625,0.010013580322265625
mig,0.6,0.011205673217773438,0.010013580322265625
mig,0.7,0.010013580322265625,0.009059906005859375
mig,0.8,0.010013580322265625,0.011205673217773438
mig,0.9,0.010967254638671875,0.010251998901367188
mig,1.0,0.011682510375976562,0.011444091796875
