mode,load,0_densenet201-4,1_inception_v3-2,2_squeezenet1_1-32
mps-uncap,0.8,11.832237243652344,4.68897819519043,3.496408462524414
mps-uncap,0.9,11.869430541992188,4.732370376586914,3.4825801849365234
mps-uncap,1.0,11.995792388916016,4.841804504394531,3.4935474395751953
mps-uncap,0.5,11.90495491027832,4.717350006103516,3.4933090209960938
mps-uncap,0.6,11.865377426147461,4.624843597412109,3.48663330078125
mps-uncap,0.7,11.861801147460938,4.807233810424805,3.4949779510498047
mps-uncap,0.1,12.01319694519043,4.89044189453125,3.5054683685302734
mps-uncap,0.2,11.871576309204102,4.838466644287109,3.4990310668945312
mps-uncap,0.3,11.947154998779297,4.751443862915039,3.4990310668945312
mps-uncap,0.4,11.842966079711914,4.731178283691406,3.484010696411133
