mode,load,0_densenet201-4,1_inception_v3-2,2_squeezenet1_1-32
mps-uncap,0.8,101.83190345764153,48.292541503906236,26.49174690246582
mps-uncap,0.9,178.6087250709534,147.12734222412138,66.58752441406249
mps-uncap,1.0,1152.7729797363281,407.95078277587885,380.2209496498107
mps-uncap,0.5,32.07083463668816,18.984055519103986,9.979748725891126
mps-uncap,0.6,41.12597465515139,22.072136402130127,13.778996467590312
mps-uncap,0.7,59.498488903045654,33.40527296066288,17.91374683380125
mps-uncap,0.1,23.245172500610344,18.494520187377933,3.2976722717285143
mps-uncap,0.2,22.501990795135534,18.650894165039073,5.516176223754882
mps-uncap,0.3,27.848234176635746,22.11434841156003,5.647232532501205
mps-uncap,0.4,30.58529853820798,23.243327140808116,7.099022865295405
