mode,load,0_densenet201-4,1_inception_v3-2,2_squeezenet1_1-32
mps-uncap,0.8,23.526430130004883,11.740684509277344,5.37419319152832
mps-uncap,0.9,22.966623306274414,11.500120162963867,5.520820617675781
mps-uncap,1.0,23.26345443725586,10.426998138427734,5.764007568359375
mps-uncap,0.5,23.205280303955078,14.274358749389648,5.071163177490234
mps-uncap,0.6,23.24819564819336,12.887716293334961,5.5446624755859375
mps-uncap,0.7,23.61130714416504,11.331558227539062,4.937648773193359
mps-uncap,0.1,33.162832260131836,15.158653259277344,4.644632339477539
mps-uncap,0.2,33.72669219970703,16.45493507385254,4.632472991943359
mps-uncap,0.3,29.802322387695312,14.666080474853516,5.007505416870117
mps-uncap,0.4,30.09939193725586,14.292001724243164,4.693746566772461
