mode,load,0_densenet201-4,1_inception_v3-2,2_squeezenet1_1-32
mps-uncap,0.8,150.35709750366144,180.4360650620161,5827.892077044074
mps-uncap,0.9,166.40706449423382,205.63973028823983,6542.577456433686
mps-uncap,1.0,181.18495022275843,230.2397094178871,7289.722442806971
mps-uncap,0.5,90.99429904692722,112.7867250154693,3637.410103555
mps-uncap,0.6,109.2377646550908,133.49177980445086,4362.055269105086
mps-uncap,0.7,128.33057433273916,164.54773820705486,5182.727154013129
mps-uncap,0.1,18.667759418603822,23.56588541846111,707.7730567065652
mps-uncap,0.2,37.955214378499804,45.28207498347682,1467.618215080249
mps-uncap,0.3,56.95334915554406,69.53694327518264,2162.8784990764743
mps-uncap,0.4,71.71739024832466,91.80010278500411,2863.850099564389
