mode,load,0_densenet169-16,1_densenet169-16,2_densenet169-16,3_densenet169-16
mig,0.1,0.31542778015137063,4.986143112182614,0.07128715515136719,13.95244598388672
mig,0.2,17.084884643554688,17.873287200927734,20.630884170532227,26.581239700317408
mig,0.3,28.195047378540046,28.55553627014161,26.984214782714844,52.405595779418945
mig,0.4,37.205600738525405,37.30955123901367,41.38331413269046,67.27561950683594
mig,0.5,44.59202289581299,48.15182685852052,42.20008850097657,76.82886123657227
mig,0.6,55.51979541778563,67.86041259765625,57.10797309875488,104.78105545043947
mig,0.7,105.75783252716064,88.79079818725587,105.91275691986084,472.8542804718018
mig,0.8,155.5652618408203,172.38171100616455,163.61429691314694,366.75248146057135
mig,0.9,321.52876853942877,343.28155517578136,204.80670928955084,563.4919881820679
mig,1.0,972.6413488388062,2460.262417793274,1764.1682863235476,643.2753086090088
