mode,load,0_densenet121-4,1_densenet169-32,2_vgg13-8
mps-uncap,0.8,89.40189996903244,414.13483707830716,977.9871135640836
mps-uncap,0.9,102.3810350431386,502.62618516331776,1060.5583087629536
mps-uncap,1.0,116.51239293856189,545.7370937951051,1199.6524148708397
mps-uncap,0.5,58.4185417036966,271.6510767453821,584.3761284703633
mps-uncap,0.6,65.50202455400238,302.06237382835747,727.8779647167091
mps-uncap,0.7,82.78672729511206,365.5252831491576,841.1977042389886
mps-uncap,0.1,13.007472128659115,65.11252777036015,115.63436738379889
mps-uncap,0.2,24.868937747398075,118.40307880311896,240.4578086576496
mps-uncap,0.3,36.830343330901506,162.33080492387603,353.4882651584318
mps-uncap,0.4,47.48527494990608,230.34908952030082,479.17548755646703
