mode,load,0_densenet121-4,1_densenet169-32,2_vgg13-8
mps-uncap,0.8,20.959854125976562,55.85026741027832,9.076833724975586
mps-uncap,0.9,32.74416923522949,89.40672874450684,12.44664192199707
mps-uncap,1.0,260.5859041213989,680.8555126190186,121.31738662719727
mps-uncap,0.5,16.8534517288208,32.10091590881348,5.188465118408203
mps-uncap,0.6,16.872167587280273,35.204529762268066,5.954504013061523
mps-uncap,0.7,17.325162887573242,44.33250427246094,6.98399543762207
mps-uncap,0.1,17.03500747680664,23.762226104736328,4.588842391967773
mps-uncap,0.2,17.48216152191162,24.37138557434082,4.574060440063477
mps-uncap,0.3,17.1511173248291,24.529218673706055,4.559755325317383
mps-uncap,0.4,16.979217529296875,27.37557888031006,4.750728607177734
