mode,load,0_densenet169-32,1_inception_v3-2,2_mobilenet_v3_large-16
mps-uncap,0.8,91.32781028747563,19.06142234802246,15.242910385131836
mps-uncap,0.9,581.8341732025146,68.07198524475098,32.45162963867187
mps-uncap,1.0,1071.0208177566528,83.85133743286133,106.72631263732912
mps-uncap,0.5,26.26638412475586,10.669064521789558,7.434034347534186
mps-uncap,0.6,44.92235183715826,11.915206909179688,8.508515357971191
mps-uncap,0.7,51.12433433532715,14.567089080810547,9.291410446166992
mps-uncap,0.1,0.07596015930175781,0.07638931274414064,0.07669925689697267
mps-uncap,0.2,7.287192344665528,6.111311912536627,3.7447929382324223
mps-uncap,0.3,14.002752304077168,8.546829223632814,6.046772003173828
mps-uncap,0.4,21.691966056823734,9.763121604919434,6.58717155456543
