mode,load,0_densenet169-32,1_inception_v3-2,2_mobilenet_v3_large-16
mps-uncap,0.8,30.373029708862305,14.868934154510498,9.89192008972168
mps-uncap,0.9,30.68065643310547,15.892734527587889,10.01488208770752
mps-uncap,1.0,30.796713829040527,15.024876594543459,10.014221668243408
mps-uncap,0.5,28.552570343017578,15.774612426757816,9.93384838104248
mps-uncap,0.6,29.935710430145264,14.966666698455816,9.913666248321533
mps-uncap,0.7,30.203590393066406,15.618467330932615,9.56683158874512
mps-uncap,0.1,26.47911071777343,13.949728012084961,9.686055183410648
mps-uncap,0.2,26.945202350616455,15.536520481109612,9.803173542022705
mps-uncap,0.3,26.978993415832516,16.056947708129886,10.081481933593748
mps-uncap,0.4,27.65432834625244,16.196749210357673,9.884862899780273
