mode,load,0_densenet169-32,1_inception_v3-2,2_mobilenet_v3_large-16
mps-uncap,0.8,20.38264274597168,4.885435104370117,2.810239791870117
mps-uncap,0.9,20.426273345947266,4.802227020263672,2.834796905517578
mps-uncap,1.0,22.02439308166504,4.921197891235352,2.8405189514160156
mps-uncap,0.5,20.355939865112305,4.867076873779297,2.8247833251953125
mps-uncap,0.6,20.355701446533203,4.830837249755859,2.815723419189453
mps-uncap,0.7,20.306825637817383,4.960060119628906,2.8192996978759766
mps-uncap,0.1,20.357131958007812,4.9591064453125,2.8619766235351562
mps-uncap,0.2,20.259618759155273,4.865884780883789,2.819061279296875
mps-uncap,0.3,20.238876342773438,4.929542541503906,2.8553009033203125
mps-uncap,0.4,20.334720611572266,4.898786544799805,2.8085708618164062
