mode,load,0_densenet169-32,1_inception_v3-2,2_mobilenet_v3_large-16
mps-uncap,0.8,117.52338409423831,28.61869335174561,20.90773582458496
mps-uncap,0.9,611.3367557525635,78.85122299194336,38.252830505371094
mps-uncap,1.0,1100.8989095687866,95.17216682434082,112.50870227813722
mps-uncap,0.5,51.09400749206544,20.314526557922367,13.364148139953613
mps-uncap,0.6,69.8035001754761,20.83301544189453,14.124250411987306
mps-uncap,0.7,77.27479934692381,24.2149829864502,14.43636417388916
mps-uncap,0.1,26.22237205505371,13.1072998046875,8.0033540725708
mps-uncap,0.2,28.84428501129151,17.38822460174561,10.308909416198732
mps-uncap,0.3,36.49106025695803,19.689416885375977,12.634515762329102
mps-uncap,0.4,44.57392692565918,20.319652557373047,12.964200973510742
