mode,load,0_densenet169-32,1_inception_v3-2,2_mobilenet_v3_large-16
mps-uncap,0.8,22.806406021118164,2.7713775634765625,2.640962600708008
mps-uncap,0.9,131.34479522705078,14.750957489013672,7.594823837280273
mps-uncap,1.0,638.277530670166,17.66800880432129,32.96351432800293
mps-uncap,0.5,0.0591278076171875,0.0476837158203125,0.0457763671875
mps-uncap,0.6,0.33855438232421875,0.04649162292480469,0.051140785217285156
mps-uncap,0.7,10.076761245727539,0.16641616821289062,0.5326271057128906
mps-uncap,0.1,0.06413459777832031,0.05125999450683594,0.054836273193359375
mps-uncap,0.2,0.06198883056640625,0.05602836608886719,0.050067901611328125
mps-uncap,0.3,0.06008148193359375,0.0553131103515625,0.049591064453125
mps-uncap,0.4,0.06580352783203125,0.05173683166503906,0.0476837158203125
