mode,load,0_densenet201-8,1_squeezenet1_0-32,2_vgg13-8
mps-uncap,0.8,83.706271648407,17.82996654510499,11.329340934753418
mps-uncap,0.9,84.85122919082643,17.23135948181153,11.221847534179688
mps-uncap,1.0,84.7823429107666,16.616771221160885,11.39986515045166
mps-uncap,0.5,59.84944105148316,16.80197715759277,10.705718994140627
mps-uncap,0.6,72.63724327087401,17.452597618103027,10.849590301513672
mps-uncap,0.7,80.04985809326173,17.26007938385009,10.980203151702874
mps-uncap,0.1,48.54345083236694,17.089672088623036,11.546688079833986
mps-uncap,0.2,46.302680969238295,14.372053146362305,10.095465183258058
mps-uncap,0.3,45.67271232604979,16.039645671844486,10.699186325073242
mps-uncap,0.4,46.038150787353516,16.348156929016113,10.609354972839359
