mode,load,0_densenet201-8,1_squeezenet1_0-32,2_vgg13-8
mps-uncap,0.8,211.37834787368797,152.35960483551034,125.82248449325556
mps-uncap,0.9,1015.3663158416755,814.565944671631,403.23250532150263
mps-uncap,1.0,3833.261785507202,6922.933285236358,5032.7611446380615
mps-uncap,0.5,56.88275814056398,38.042926788330035,16.800658702850352
mps-uncap,0.6,57.468414306640476,51.23394727706909,31.243391036987333
mps-uncap,0.7,123.3371353149425,83.42263221740717,46.944146156310985
mps-uncap,0.1,27.73758172988892,6.810331344604486,7.787237167358402
mps-uncap,0.2,34.17742729187015,12.244033813476577,7.154543399810801
mps-uncap,0.3,27.504982948303194,13.712656497955326,9.545269012451175
mps-uncap,0.4,28.336620330810593,18.977968692779548,12.587668895721436
