mode,load,0_densenet201-8,1_squeezenet1_0-32,2_vgg13-8
mps-uncap,0.8,167.3828363418579,94.99216079711914,63.167452812194824
mps-uncap,0.9,740.545153617859,597.5068092346191,208.79352092742928
mps-uncap,1.0,3385.559940338135,6817.799472808838,4688.6327266693115
mps-uncap,0.5,47.2252368927002,22.8848934173584,14.826154708862303
mps-uncap,0.6,60.651969909667976,28.851628303527832,19.38300132751465
mps-uncap,0.7,95.3531265258789,40.85788726806641,26.33690834045411
mps-uncap,0.1,45.78664302825928,13.358592987060545,8.90486240386963
mps-uncap,0.2,38.60359191894531,13.961648941040039,9.461903572082521
mps-uncap,0.3,37.14427947998047,15.700340270996094,10.110664367675781
mps-uncap,0.4,40.76213836669923,17.48125553131105,12.07365989685059
