mode,load,0_densenet201-8,1_squeezenet1_0-32,2_vgg13-8
mps-uncap,0.8,0.01239776611328125,0.011205673217773438,0.009298324584960938
mps-uncap,0.9,0.013828277587890625,0.011205673217773438,0.011205673217773438
mps-uncap,1.0,0.016450881958007812,0.012159347534179688,0.011920928955078125
mps-uncap,0.5,0.013113021850585938,0.011444091796875,0.0095367431640625
mps-uncap,0.6,0.012636184692382812,0.01049041748046875,0.0095367431640625
mps-uncap,0.7,0.01239776611328125,0.011205673217773438,0.009059906005859375
mps-uncap,0.1,0.01621246337890625,0.015497207641601562,0.013589859008789062
mps-uncap,0.2,0.013113021850585938,0.013828277587890625,0.011682510375976562
mps-uncap,0.3,0.0133514404296875,0.011920928955078125,0.011205673217773438
mps-uncap,0.4,0.010013580322265625,0.011205673217773438,0.010967254638671875
