mode,load,0_resnet101-16,1_resnet152-16,2_squeezenet1_1-2
mps-uncap,0.8,18.4434175491333,26.874065399169922,3.7908554077148438
mps-uncap,0.9,19.235992431640625,27.73091793060303,3.7796497344970703
mps-uncap,1.0,19.050121307373047,28.415536880493164,4.4205427169799805
mps-uncap,0.5,17.213010787963867,24.284958839416504,3.1180381774902344
mps-uncap,0.6,17.53978729248047,25.08502006530762,3.23624610900879
mps-uncap,0.7,17.98858642578125,26.173591613769535,3.601145744323731
mps-uncap,0.1,14.074039459228516,20.618486404418945,2.8414487838745117
mps-uncap,0.2,15.170764923095703,20.60854434967041,2.7663707733154297
mps-uncap,0.3,15.745425224304201,21.50120735168457,2.810239791870117
mps-uncap,0.4,16.39103889465332,23.193192481994632,2.982020378112794
