mode,load,0_resnet101-16,1_resnet152-16,2_squeezenet1_1-2
mps-uncap,0.8,661.3624891461584,487.9167864511909,473.33489168069434
mps-uncap,0.9,747.9946768751628,534.6127900608451,539.5300564465477
mps-uncap,1.0,827.6469551250182,606.7923411010078,586.7625119573981
mps-uncap,0.5,419.1003943884548,311.9858716171846,299.91175934707314
mps-uncap,0.6,487.7613281875727,379.4391444714192,353.24882963179664
mps-uncap,0.7,599.6844079244395,421.7893478306194,397.9067957246407
mps-uncap,0.1,78.15648141252501,60.52206853059021,58.26106927415378
mps-uncap,0.2,162.86731222475524,119.61106266830855,119.14302134660707
mps-uncap,0.3,250.42492664421488,173.95748876369206,179.15355769704945
mps-uncap,0.4,340.3081968790675,230.74749768853374,234.12221800318002
