mode,load,0_resnet101-16,1_resnet152-16,2_squeezenet1_1-2
mps-uncap,0.8,109.1235232353211,193.67040634155265,22.948994636535627
mps-uncap,0.9,160.391447544098,254.8609423637389,24.86228942871093
mps-uncap,1.0,693.7319087982178,1144.4159650802617,184.1565322875977
mps-uncap,0.5,47.671856880187995,58.16636800765982,9.098708629608154
mps-uncap,0.6,62.794466018676786,100.23298740386963,10.686044692993159
mps-uncap,0.7,74.35526609420774,104.69441890716543,13.588910102844208
mps-uncap,0.1,23.041245937347433,35.20017623901365,4.4534993171691895
mps-uncap,0.2,25.817542076110858,36.46260499954222,5.338454246520989
mps-uncap,0.3,30.789487361907934,41.64255142211914,6.510591506958004
mps-uncap,0.4,35.08332490921015,49.66289520263672,7.714092731475818
